State,Avg_Daily_Distance_(km),Brand,Model,Price_INR,Year_of_Manufacture,Engine_Capacity_cc,Fuel_Type,Mileage_km_per_l,Owner_Type,Registration_Year,Insurance_Status,Seller_Type,Resale_Price_INR,City_Tier
punjab,30.68,royal enfield,interceptor 650,299019,2019,157,electric,64.29,first,2019,expired,individual,218965.36,tier 3
tamil nadu,45.54,tvs,apache rtr 160,351099,2020,791,petrol,30.68,second,2022,expired,dealer,159531.97,tier 3
karnataka,7.3,royal enfield,meteor 350,242059,2016,589,petrol,32.47,second,2023,active,dealer,102339.55,tier 2
punjab,42.62,hero,xtreme 160r,246649,2015,813,electric,66.01,first,2015,not available,dealer,193314.49,tier 3
maharashtra,50.27,bajaj,platina 110,110796,2016,294,electric,74.09,second,2019,not available,dealer,51500.11,tier 3
west bengal,69.81,bajaj,platina 110,183369,2019,449,petrol,26.41,second,2023,expired,dealer,92100.31,tier 3
uttar pradesh,79.79,yamaha,fz v3,361957,2024,392,electric,82.54,second,2024,expired,dealer,180415.07,metro
punjab,19.11,hero,splendor plus,170102,2023,853,electric,62.81,third,2024,expired,dealer,113511.93,metro
delhi,77.03,ktm,duke 200,174696,2017,342,electric,68.68,first,2017,expired,dealer,107592.91,metro
punjab,42.38,ktm,390 adventure,393332,2023,790,petrol,47.15,first,2023,expired,dealer,259619.57,tier 3
gujarat,52.04,yamaha,mt-15,280917,2016,609,hybrid,79.37,second,2021,active,individual,193576.22,metro
karnataka,8.37,kawasaki,vulcan s,305401,2022,354,electric,68.26,first,2022,active,dealer,174055.32,tier 3
rajasthan,77.74,hero,xtreme 160r,374188,2024,753,hybrid,99.4,first,2024,not available,dealer,232737.07,tier 3
tamil nadu,27.58,ktm,125 duke,266227,2022,651,hybrid,70.59,first,2022,active,individual,155615.15,tier 2
maharashtra,72.65,tvs,ronin,359402,2020,366,petrol,32.83,third,2022,active,individual,218085.27,tier 3
rajasthan,61.74,kawasaki,ninja 400,373134,2019,492,hybrid,71.6,first,2019,active,dealer,162936.1,tier 1
tamil nadu,58.82,hero,glamour,85570,2019,739,electric,63.61,second,2024,active,individual,66715.56,tier 3
delhi,29.01,kawasaki,vulcan s,79181,2019,592,petrol,30.77,first,2019,expired,dealer,62446.13,tier 1
uttar pradesh,25.91,kawasaki,ninja 300,297003,2018,215,hybrid,74.63,second,2024,expired,individual,221594.36,tier 3
rajasthan,34.75,yamaha,ray zr,327484,2024,977,hybrid,79.0,second,2024,not available,individual,241200.65,tier 3
karnataka,22.09,kawasaki,versys 650,138953,2024,256,petrol,46.28,second,2024,not available,dealer,65843.94,tier 2
gujarat,8.41,kawasaki,ninja 400,166007,2018,833,petrol,58.48,first,2018,expired,dealer,113840.72,tier 2
tamil nadu,72.21,tvs,ntorq 125,180513,2017,866,petrol,59.17,third,2018,active,dealer,115313.75,tier 2
rajasthan,40.63,royal enfield,meteor 350,263511,2023,693,petrol,31.4,first,2023,not available,dealer,116877.28,tier 1
rajasthan,75.28,tvs,apache rtr 160,380482,2018,784,electric,77.13,third,2019,not available,individual,253397.12,tier 3
karnataka,76.35,yamaha,r15 v4,146159,2018,474,hybrid,83.98,third,2023,active,dealer,88364.63,metro
maharashtra,35.91,yamaha,fz v3,230693,2015,752,electric,85.46,first,2015,active,dealer,157584.67,tier 2
karnataka,22.42,bajaj,dominar 400,171875,2024,242,hybrid,82.51,third,2024,expired,individual,86323.68,tier 3
delhi,22.07,bajaj,pulsar 150,393756,2024,425,petrol,26.78,second,2024,not available,individual,173027.01,tier 1
madhya pradesh,30.64,yamaha,r15 v4,146249,2022,128,hybrid,81.15,first,2022,active,individual,75181.97,tier 3
delhi,79.97,tvs,ronin,187206,2017,255,hybrid,76.78,third,2024,expired,dealer,143837.33,tier 2
madhya pradesh,77.77,kawasaki,z650,297119,2023,656,electric,85.05,third,2024,expired,dealer,186439.84,tier 2
punjab,38.36,tvs,apache rtr 160,226340,2021,742,electric,94.57,third,2021,expired,individual,171484.38,metro
rajasthan,28.98,ktm,250 duke,258497,2016,869,petrol,30.32,third,2020,active,individual,180837.09,tier 3
tamil nadu,42.65,honda,shine,237345,2016,586,petrol,38.43,second,2020,expired,individual,170158.28,tier 3
maharashtra,64.67,ktm,duke 200,132398,2017,879,hybrid,96.24,third,2017,active,individual,59525.77,tier 3
rajasthan,26.96,tvs,jupiter,325085,2018,286,electric,77.11,second,2024,expired,individual,156520.83,tier 3
tamil nadu,61.8,royal enfield,hunter 350,295396,2020,813,petrol,46.46,first,2020,not available,dealer,196086.42,metro
rajasthan,29.17,kawasaki,ninja 400,77717,2020,461,electric,85.66,first,2020,not available,dealer,56034.6,tier 2
tamil nadu,40.2,tvs,ntorq 125,222303,2023,655,electric,81.48,second,2024,not available,individual,90418.7,tier 1
madhya pradesh,14.86,bajaj,dominar 400,222360,2020,505,petrol,56.43,second,2024,active,dealer,153779.34,tier 3
maharashtra,57.96,bajaj,ct 100,124067,2020,776,hybrid,73.35,second,2020,active,individual,89633.54,tier 1
west bengal,45.59,kawasaki,vulcan s,191996,2024,560,petrol,53.03,second,2024,expired,individual,102531.84,tier 3
west bengal,8.92,ktm,duke 200,118404,2017,626,petrol,50.8,second,2023,active,dealer,82187.98,metro
tamil nadu,41.48,tvs,jupiter,253566,2018,748,petrol,48.78,second,2022,expired,individual,198082.31,metro
gujarat,54.12,kawasaki,versys 650,177875,2017,304,hybrid,72.97,first,2017,expired,individual,101822.78,tier 3
karnataka,29.07,tvs,ntorq 125,317304,2022,586,petrol,56.61,third,2022,active,dealer,140973.6,tier 1
gujarat,46.36,tvs,sport,379107,2021,401,petrol,34.65,third,2021,expired,dealer,235043.63,metro
punjab,13.82,royal enfield,himalayan,195146,2016,648,electric,73.08,first,2016,not available,individual,100194.93,tier 2
karnataka,36.86,royal enfield,classic 350,171617,2024,667,electric,62.14,first,2024,not available,dealer,84814.71,metro
madhya pradesh,10.3,bajaj,platina 110,328347,2020,813,hybrid,97.53,first,2020,active,dealer,246249.72,tier 3
karnataka,75.57,tvs,jupiter,289360,2016,407,hybrid,94.37,third,2019,expired,dealer,216297.5,metro
karnataka,28.34,bajaj,avenger 220,282742,2015,918,electric,77.78,third,2015,active,dealer,127424.02,metro
tamil nadu,5.25,tvs,sport,224968,2015,607,electric,66.98,first,2015,active,dealer,108969.7,metro
karnataka,5.36,royal enfield,hunter 350,289406,2023,650,hybrid,79.49,first,2023,expired,dealer,180935.77,tier 3
punjab,22.16,hero,glamour,77108,2015,648,petrol,57.74,third,2023,active,individual,31323.75,tier 2
punjab,48.88,bajaj,platina 110,191680,2023,736,petrol,54.78,third,2024,expired,dealer,83284.29,metro
uttar pradesh,35.21,bajaj,pulsar 150,222172,2018,608,electric,98.21,first,2018,not available,dealer,110362.84,tier 1
rajasthan,45.02,hero,passion pro,371654,2024,468,electric,84.86,third,2024,not available,individual,189388.87,tier 2
delhi,76.17,honda,cbr 650r,78436,2016,799,hybrid,92.63,third,2017,not available,individual,47125.16,metro
punjab,7.79,bajaj,platina 110,139297,2020,574,hybrid,86.96,third,2022,active,individual,91384.65,tier 1
punjab,41.77,honda,activa,331309,2022,179,electric,65.53,first,2022,expired,dealer,233167.25,tier 2
delhi,57.45,kawasaki,z650,215851,2017,185,electric,79.47,first,2017,active,individual,142459.08,tier 1
tamil nadu,10.47,ktm,125 duke,210260,2021,796,petrol,46.6,first,2021,expired,individual,164949.88,tier 1
rajasthan,10.29,tvs,sport,189815,2015,673,petrol,37.18,first,2015,expired,individual,85136.29,tier 2
tamil nadu,57.95,ktm,125 duke,54003,2018,327,electric,86.49,first,2018,active,individual,28911.56,tier 2
karnataka,20.96,yamaha,fz v3,228692,2019,645,petrol,34.5,first,2019,not available,dealer,109077.9,metro
punjab,57.36,ktm,250 duke,222402,2019,567,electric,91.22,first,2019,not available,dealer,123056.01,tier 3
delhi,67.68,honda,unicorn,247100,2024,202,electric,78.08,second,2024,active,dealer,113564.37,tier 2
gujarat,7.07,ktm,125 duke,99236,2024,972,hybrid,99.17,first,2024,expired,individual,76596.46,metro
west bengal,65.24,hero,splendor plus,50727,2017,867,hybrid,69.38,third,2022,active,individual,30780.4,metro
madhya pradesh,9.69,kawasaki,versys 650,201390,2018,105,hybrid,92.95,second,2023,not available,individual,153146.12,tier 3
karnataka,68.84,yamaha,mt-15,295107,2021,101,hybrid,81.59,first,2021,active,dealer,169577.91,tier 2
uttar pradesh,9.43,hero,xtreme 160r,201232,2024,270,hybrid,77.95,third,2024,not available,dealer,83602.9,metro
karnataka,10.25,ktm,250 duke,177321,2024,701,petrol,39.37,third,2024,expired,individual,99455.32,tier 3
rajasthan,27.05,yamaha,r15 v4,162171,2024,986,petrol,56.2,third,2024,active,individual,118704.36,tier 2
rajasthan,8.13,kawasaki,ninja 400,126805,2019,797,petrol,44.47,third,2021,not available,dealer,75101.8,metro
punjab,62.5,bajaj,pulsar 150,337399,2022,493,petrol,50.22,first,2022,active,dealer,208468.8,metro
west bengal,47.15,yamaha,r15 v4,387104,2023,226,hybrid,81.86,first,2023,active,individual,264508.33,tier 3
uttar pradesh,34.0,tvs,jupiter,180740,2022,477,hybrid,84.76,first,2022,active,dealer,136258.96,tier 2
karnataka,36.22,kawasaki,ninja 300,263496,2017,237,hybrid,72.84,first,2017,expired,dealer,194873.93,tier 1
punjab,53.95,royal enfield,classic 350,264113,2021,533,hybrid,88.87,first,2021,expired,individual,135171.47,metro
tamil nadu,9.88,tvs,ronin,124652,2020,211,hybrid,71.81,second,2022,expired,dealer,58248.6,tier 2
gujarat,49.75,honda,dio,315606,2016,123,hybrid,76.88,second,2024,expired,dealer,201993.23,tier 3
rajasthan,24.35,yamaha,mt-15,251593,2020,830,hybrid,65.55,first,2020,not available,dealer,123342.83,tier 3
uttar pradesh,49.99,hero,passion pro,381135,2017,285,electric,90.14,first,2017,active,individual,191563.94,tier 1
rajasthan,65.45,tvs,ntorq 125,110625,2020,806,petrol,39.5,first,2020,not available,individual,68867.39,tier 3
rajasthan,10.09,ktm,390 adventure,174687,2015,487,petrol,58.08,third,2024,not available,dealer,73257.6,tier 1
madhya pradesh,65.51,yamaha,fz v3,186825,2022,372,hybrid,67.15,third,2023,not available,dealer,126755.78,metro
tamil nadu,57.44,ktm,250 duke,88972,2023,759,petrol,59.38,first,2023,expired,dealer,65261.8,tier 3
punjab,57.92,yamaha,fz v3,283812,2018,537,hybrid,81.63,first,2018,not available,dealer,187676.17,tier 1
west bengal,50.35,ktm,duke 200,287707,2016,243,petrol,26.63,second,2023,active,dealer,119648.68,metro
gujarat,35.98,kawasaki,vulcan s,65856,2024,530,electric,64.71,first,2024,expired,dealer,50178.13,tier 1
rajasthan,61.35,ktm,125 duke,139792,2022,419,electric,64.46,third,2024,not available,dealer,89722.57,tier 2
west bengal,22.29,ktm,390 adventure,343603,2024,454,electric,89.38,first,2024,active,dealer,206216.89,tier 1
maharashtra,46.56,royal enfield,interceptor 650,127554,2017,318,hybrid,92.44,second,2024,active,individual,87930.5,tier 2
madhya pradesh,72.35,ktm,duke 200,248804,2018,420,hybrid,82.3,first,2018,active,dealer,183592.61,tier 3
rajasthan,18.41,royal enfield,hunter 350,354067,2024,969,hybrid,77.75,third,2024,active,individual,227412.05,tier 2
rajasthan,51.8,royal enfield,interceptor 650,313036,2019,306,petrol,40.77,third,2024,expired,dealer,180387.03,tier 3
karnataka,53.12,kawasaki,versys 650,376677,2024,525,petrol,49.57,second,2024,not available,dealer,181967.68,tier 2
gujarat,62.6,yamaha,mt-15,134480,2023,595,hybrid,74.46,third,2024,not available,individual,54416.28,tier 3
punjab,50.2,honda,shine,374851,2020,426,petrol,48.79,third,2023,expired,dealer,173386.8,tier 2
gujarat,54.46,yamaha,fz v3,211854,2020,527,petrol,54.17,third,2022,active,individual,128000.17,metro
gujarat,42.96,royal enfield,hunter 350,235802,2023,488,electric,84.31,first,2023,active,individual,164663.79,metro
gujarat,50.75,tvs,ronin,295314,2021,380,petrol,27.19,third,2021,expired,dealer,147998.64,metro
maharashtra,62.11,tvs,sport,268655,2024,165,electric,94.56,second,2024,not available,dealer,163113.63,tier 3
west bengal,72.4,yamaha,fascino 125,77073,2019,656,hybrid,84.97,third,2024,active,dealer,33284.29,tier 3
tamil nadu,27.38,yamaha,ray zr,216415,2018,624,hybrid,63.02,third,2018,expired,individual,163700.95,tier 2
west bengal,6.72,honda,activa,55931,2019,540,petrol,55.7,second,2021,not available,dealer,24055.15,tier 1
punjab,57.07,hero,passion pro,248656,2023,394,electric,94.86,third,2023,expired,dealer,102385.7,metro
madhya pradesh,62.86,honda,shine,194497,2023,170,petrol,51.16,second,2024,expired,individual,94758.7,tier 1
uttar pradesh,13.71,ktm,250 duke,211384,2021,678,hybrid,90.08,third,2023,active,dealer,91868.16,metro
maharashtra,21.26,ktm,250 duke,185572,2023,900,hybrid,88.28,first,2023,active,dealer,77924.19,tier 1
karnataka,46.01,honda,unicorn,192786,2015,193,electric,72.97,second,2022,active,individual,131693.81,tier 2
delhi,38.9,ktm,duke 200,276254,2021,384,electric,62.43,first,2021,active,individual,188126.33,metro
punjab,7.8,honda,cbr 650r,101362,2021,957,electric,93.85,first,2021,expired,individual,44683.35,tier 1
rajasthan,36.61,hero,xtreme 160r,324457,2022,413,petrol,58.72,third,2023,active,individual,154182.76,tier 3
maharashtra,54.98,tvs,apache rtr 160,249539,2021,481,electric,96.53,first,2021,active,dealer,141259.17,tier 2
rajasthan,33.28,ktm,250 duke,162519,2016,910,hybrid,65.24,second,2018,active,individual,103149.67,tier 3
madhya pradesh,59.15,yamaha,fz v3,101558,2020,388,electric,92.33,second,2023,active,individual,63455.91,tier 1
madhya pradesh,46.63,honda,unicorn,85751,2018,909,hybrid,64.69,third,2021,expired,individual,36426.66,metro
rajasthan,36.36,hero,hf deluxe,248067,2015,683,hybrid,66.1,second,2017,expired,individual,173889.16,tier 1
rajasthan,47.39,bajaj,dominar 400,352199,2017,310,hybrid,93.76,second,2017,not available,individual,220093.82,metro
punjab,37.58,tvs,ronin,288846,2021,434,hybrid,72.28,second,2023,not available,dealer,209295.91,tier 1
punjab,71.42,bajaj,ct 100,253058,2020,770,hybrid,93.31,first,2020,expired,individual,197447.06,tier 2
punjab,60.27,kawasaki,vulcan s,239802,2015,976,electric,73.19,first,2015,not available,individual,172005.29,tier 3
karnataka,63.31,hero,passion pro,167371,2023,514,hybrid,97.52,second,2023,not available,individual,109448.79,metro
karnataka,13.38,ktm,250 duke,178752,2020,716,electric,76.26,second,2023,active,individual,76439.84,tier 3
madhya pradesh,30.18,royal enfield,himalayan,280453,2022,284,hybrid,87.18,third,2023,not available,dealer,132918.69,tier 2
punjab,32.57,bajaj,avenger 220,304077,2018,758,electric,73.34,third,2023,active,dealer,133168.16,tier 1
delhi,49.28,hero,splendor plus,383976,2019,501,hybrid,66.28,third,2023,active,dealer,196513.76,tier 3
madhya pradesh,9.08,ktm,250 duke,199360,2022,919,petrol,37.97,first,2022,not available,dealer,108091.11,tier 2
madhya pradesh,61.19,tvs,ronin,265036,2022,593,hybrid,84.42,first,2022,active,individual,202596.16,tier 3
madhya pradesh,54.07,ktm,rc 390,156428,2021,600,hybrid,63.29,third,2023,active,individual,72298.23,tier 1
tamil nadu,43.62,kawasaki,versys 650,259191,2018,930,petrol,38.89,first,2018,expired,dealer,114112.22,tier 3
punjab,22.89,ktm,rc 390,121511,2015,900,petrol,29.32,second,2021,active,dealer,59257.67,metro
rajasthan,33.8,bajaj,avenger 220,133539,2022,546,electric,96.27,first,2022,expired,individual,82260.05,metro
tamil nadu,28.6,ktm,250 duke,101456,2024,143,hybrid,64.4,second,2024,not available,individual,49809.01,tier 1
punjab,15.59,ktm,duke 200,120491,2021,100,electric,72.77,first,2021,expired,individual,69487.59,tier 3
gujarat,24.22,tvs,ntorq 125,138440,2015,892,petrol,42.3,first,2015,not available,individual,105321.19,tier 2
madhya pradesh,61.79,ktm,duke 200,284467,2020,613,petrol,59.33,second,2024,not available,dealer,132011.33,metro
uttar pradesh,62.8,yamaha,ray zr,191025,2016,776,electric,81.48,first,2016,active,dealer,145108.63,tier 3
west bengal,79.5,yamaha,fz v3,55461,2024,753,petrol,28.64,second,2024,not available,dealer,31957.86,tier 3
uttar pradesh,20.09,hero,passion pro,189400,2015,833,hybrid,73.5,first,2015,active,individual,104117.85,tier 1
tamil nadu,46.6,bajaj,ct 100,300694,2022,840,hybrid,93.02,first,2022,expired,dealer,154332.58,tier 1
punjab,53.7,hero,passion pro,156401,2021,808,petrol,49.84,second,2023,expired,individual,78201.61,metro
maharashtra,74.31,hero,splendor plus,153525,2021,698,hybrid,72.81,second,2022,expired,dealer,97457.69,tier 2
karnataka,30.38,royal enfield,interceptor 650,378216,2023,143,petrol,50.91,first,2023,active,individual,198806.03,tier 3
delhi,20.41,ktm,390 adventure,278668,2022,199,hybrid,85.71,second,2022,expired,individual,204813.92,tier 3
tamil nadu,37.17,kawasaki,ninja 300,306886,2019,720,hybrid,94.76,second,2019,expired,individual,139148.58,metro
maharashtra,5.39,royal enfield,classic 350,265511,2021,391,petrol,40.98,third,2021,not available,individual,167970.0,tier 1
rajasthan,8.22,tvs,ntorq 125,234537,2015,403,electric,95.67,third,2016,active,dealer,170931.45,tier 2
maharashtra,7.37,yamaha,fascino 125,344480,2015,581,petrol,58.76,second,2015,active,individual,188184.66,tier 2
rajasthan,28.38,ktm,rc 390,308109,2015,499,hybrid,95.21,third,2020,not available,dealer,217315.87,tier 2
punjab,48.53,ktm,rc 390,151851,2016,462,hybrid,60.18,first,2016,expired,dealer,90364.62,tier 2
uttar pradesh,23.38,ktm,390 adventure,226552,2024,544,hybrid,76.53,second,2024,not available,individual,109303.66,tier 2
maharashtra,27.8,bajaj,pulsar 150,225289,2017,465,petrol,55.51,third,2018,not available,individual,127020.84,tier 3
madhya pradesh,20.7,yamaha,fascino 125,376662,2023,381,petrol,27.32,first,2023,expired,dealer,164924.85,metro
uttar pradesh,78.57,royal enfield,classic 350,282638,2022,943,petrol,39.83,first,2022,active,dealer,166357.24,tier 1
rajasthan,71.7,bajaj,dominar 400,310824,2024,339,petrol,39.22,second,2024,not available,individual,189195.48,tier 1
uttar pradesh,10.84,royal enfield,hunter 350,258992,2018,347,hybrid,98.78,third,2018,expired,individual,158906.2,tier 3
rajasthan,38.09,kawasaki,versys 650,360253,2019,263,hybrid,62.93,first,2019,expired,dealer,267490.84,tier 1
gujarat,28.83,royal enfield,hunter 350,202597,2021,137,hybrid,60.99,second,2023,expired,individual,110949.31,tier 2
west bengal,50.01,honda,shine,105641,2022,802,electric,75.61,first,2022,expired,individual,58243.86,tier 3
rajasthan,35.2,honda,shine,161153,2021,799,hybrid,75.24,first,2021,active,dealer,118695.06,tier 2
maharashtra,60.25,kawasaki,ninja 300,73773,2019,786,hybrid,69.11,second,2021,active,individual,37115.22,metro
madhya pradesh,43.55,bajaj,platina 110,135093,2016,249,petrol,33.09,first,2016,active,individual,67944.25,metro
west bengal,14.65,ktm,125 duke,110181,2017,841,petrol,44.44,first,2017,expired,individual,74241.85,tier 2
uttar pradesh,31.54,ktm,rc 390,64110,2019,312,hybrid,72.08,first,2019,active,dealer,47900.55,tier 1
karnataka,51.38,royal enfield,hunter 350,110075,2023,813,electric,89.96,second,2024,expired,individual,80501.91,tier 1
tamil nadu,67.2,kawasaki,ninja 300,191886,2023,236,petrol,25.19,first,2023,not available,dealer,84463.87,tier 1
maharashtra,47.65,yamaha,r15 v4,346338,2021,650,electric,88.78,first,2021,active,dealer,210190.24,tier 3
west bengal,67.46,tvs,ntorq 125,77355,2024,721,hybrid,90.31,second,2024,active,individual,49115.06,tier 2
rajasthan,20.44,royal enfield,interceptor 650,366935,2017,556,petrol,29.82,third,2020,active,individual,286306.32,tier 3
punjab,32.94,honda,dio,256611,2024,173,electric,64.03,first,2024,expired,dealer,123042.52,tier 3
tamil nadu,70.35,honda,dio,238394,2016,488,petrol,31.74,first,2016,expired,individual,95724.33,metro
maharashtra,23.6,royal enfield,classic 350,267509,2017,723,hybrid,88.79,first,2017,not available,dealer,131233.38,tier 3
rajasthan,55.66,tvs,apache rtr 160,371709,2019,620,hybrid,81.06,first,2019,not available,individual,292138.28,tier 3
delhi,25.33,royal enfield,meteor 350,249683,2018,329,hybrid,81.26,first,2018,expired,individual,196158.32,tier 1
rajasthan,10.33,hero,passion pro,131370,2019,998,petrol,36.3,first,2019,active,dealer,75354.2,tier 3
delhi,63.52,honda,unicorn,123763,2017,846,electric,97.4,second,2021,not available,dealer,97547.24,tier 2
punjab,15.58,royal enfield,meteor 350,256374,2019,353,hybrid,78.08,third,2019,active,dealer,127662.76,tier 3
delhi,76.03,bajaj,pulsar 150,171170,2020,616,electric,92.68,second,2024,not available,individual,74755.3,tier 2
maharashtra,28.75,honda,activa,279182,2024,447,hybrid,98.64,second,2024,expired,dealer,140162.48,tier 3
punjab,62.49,ktm,125 duke,100946,2019,144,electric,65.3,first,2019,not available,individual,72559.99,tier 3
tamil nadu,51.89,honda,activa,222032,2021,199,petrol,59.92,first,2021,active,dealer,123082.66,tier 1
rajasthan,49.39,yamaha,fz v3,314941,2019,170,hybrid,76.66,first,2019,not available,dealer,154898.2,tier 1
maharashtra,54.33,royal enfield,himalayan,56240,2020,730,electric,60.77,second,2023,not available,individual,24252.2,tier 3
uttar pradesh,37.45,honda,shine,51577,2022,296,petrol,25.36,third,2024,not available,dealer,28080.53,metro
gujarat,40.46,royal enfield,classic 350,276832,2024,251,hybrid,82.38,third,2024,expired,dealer,170988.49,tier 2
rajasthan,55.23,ktm,duke 200,312560,2023,492,petrol,32.86,third,2024,active,dealer,126895.9,tier 3
delhi,47.53,royal enfield,interceptor 650,213808,2016,298,electric,93.35,third,2020,active,dealer,106840.3,metro
gujarat,31.84,yamaha,mt-15,50158,2024,737,petrol,35.25,third,2024,not available,individual,26153.68,tier 1
delhi,76.94,yamaha,r15 v4,227131,2015,817,hybrid,91.0,first,2015,not available,dealer,168602.79,tier 3
punjab,60.94,kawasaki,ninja 300,73158,2023,276,electric,92.01,third,2024,active,individual,54172.42,metro
karnataka,16.41,honda,unicorn,59331,2022,724,electric,98.44,third,2022,expired,individual,45682.29,tier 1
rajasthan,70.8,ktm,250 duke,107754,2020,863,hybrid,82.29,second,2024,not available,dealer,52369.65,tier 2
tamil nadu,79.97,yamaha,fascino 125,305627,2016,360,electric,75.72,first,2016,expired,dealer,153222.73,tier 1
madhya pradesh,40.1,hero,glamour,262628,2021,878,hybrid,70.99,first,2021,expired,dealer,188983.32,metro
punjab,11.99,bajaj,avenger 220,275741,2021,279,petrol,59.25,third,2021,expired,dealer,111102.47,tier 2
tamil nadu,25.77,honda,activa,248366,2020,650,electric,63.81,first,2020,expired,dealer,100117.69,tier 3
tamil nadu,50.67,ktm,duke 200,79497,2021,644,electric,78.13,third,2023,active,individual,36275.79,metro
uttar pradesh,16.65,ktm,rc 390,216081,2021,740,hybrid,64.02,third,2023,active,dealer,143612.78,tier 3
karnataka,59.45,yamaha,r15 v4,57299,2021,150,electric,73.4,second,2022,not available,dealer,33881.87,tier 2
punjab,15.43,royal enfield,meteor 350,203767,2022,383,hybrid,62.33,first,2022,not available,individual,135831.75,tier 2
rajasthan,53.42,yamaha,mt-15,262264,2015,624,electric,99.7,second,2023,not available,individual,167577.36,tier 1
karnataka,10.05,royal enfield,himalayan,294171,2021,651,petrol,43.91,third,2022,not available,dealer,172633.84,tier 2
gujarat,48.78,royal enfield,hunter 350,93752,2020,610,hybrid,64.31,third,2021,expired,individual,67713.8,tier 2
gujarat,73.59,yamaha,ray zr,284417,2015,535,hybrid,77.2,second,2018,active,individual,181964.77,tier 3
west bengal,43.57,royal enfield,himalayan,189533,2017,813,electric,73.78,second,2017,expired,dealer,95714.09,tier 1
west bengal,66.25,honda,activa,194859,2023,595,petrol,47.7,third,2023,active,dealer,149127.63,tier 1
west bengal,74.93,kawasaki,vulcan s,141285,2017,714,electric,85.75,third,2020,expired,individual,64903.65,tier 3
rajasthan,22.45,honda,shine,66553,2023,479,hybrid,85.9,second,2024,not available,dealer,49108.97,tier 2
karnataka,24.01,yamaha,mt-15,277949,2021,974,electric,88.55,first,2021,not available,dealer,186097.74,tier 2
madhya pradesh,69.48,hero,passion pro,291770,2019,587,petrol,48.65,third,2019,active,individual,195931.99,tier 3
delhi,28.82,hero,xtreme 160r,69468,2020,792,electric,74.05,third,2020,expired,individual,43442.68,tier 2
delhi,13.94,tvs,ntorq 125,100721,2022,499,electric,82.11,third,2024,active,individual,48055.92,metro
west bengal,16.41,royal enfield,meteor 350,375031,2021,625,hybrid,77.82,second,2022,active,individual,227520.72,tier 3
gujarat,61.21,royal enfield,classic 350,207409,2024,606,hybrid,64.94,third,2024,not available,dealer,146822.51,tier 1
rajasthan,48.04,yamaha,r15 v4,118398,2018,999,electric,94.0,third,2021,active,dealer,77638.43,metro
delhi,12.65,ktm,250 duke,201014,2024,190,petrol,52.63,third,2024,expired,individual,98552.82,tier 3
gujarat,75.69,kawasaki,ninja 300,120862,2023,930,hybrid,81.19,third,2024,active,individual,61716.07,tier 2
rajasthan,60.6,royal enfield,himalayan,189411,2015,281,hybrid,82.15,first,2015,not available,dealer,77562.53,tier 2
uttar pradesh,52.19,yamaha,mt-15,229440,2015,750,petrol,27.88,first,2015,expired,individual,136897.65,metro
karnataka,14.58,ktm,250 duke,346546,2016,653,electric,74.33,second,2024,active,dealer,204171.69,tier 2
delhi,33.12,hero,xtreme 160r,136381,2019,974,petrol,54.64,second,2020,expired,individual,86725.22,tier 3
maharashtra,53.32,tvs,ronin,88895,2016,272,electric,91.84,second,2017,not available,dealer,62685.73,metro
karnataka,12.93,honda,shine,349882,2020,544,hybrid,74.21,first,2020,active,dealer,246250.14,tier 3
delhi,30.43,kawasaki,ninja 300,104258,2016,871,hybrid,69.59,third,2017,not available,dealer,78120.85,metro
madhya pradesh,14.29,hero,splendor plus,193561,2021,704,hybrid,84.71,first,2021,not available,individual,89879.54,tier 1
karnataka,5.02,kawasaki,ninja 400,234978,2018,952,petrol,52.21,second,2024,active,dealer,157273.45,metro
karnataka,26.35,honda,dio,329015,2015,142,petrol,54.38,third,2024,active,dealer,193025.55,tier 2
delhi,61.53,tvs,jupiter,179917,2024,643,electric,86.37,second,2024,not available,individual,97303.45,tier 3
maharashtra,9.74,ktm,duke 200,62832,2015,424,hybrid,62.69,second,2017,expired,individual,31737.27,tier 3
rajasthan,37.11,royal enfield,classic 350,106365,2018,760,petrol,45.28,second,2021,active,individual,68203.13,tier 1
punjab,34.38,hero,xtreme 160r,305268,2022,972,electric,86.76,first,2022,expired,dealer,128402.9,tier 2
punjab,17.65,honda,shine,246375,2018,588,petrol,48.23,first,2018,active,dealer,119809.22,metro
west bengal,34.58,honda,cbr 650r,299683,2018,143,hybrid,80.4,third,2018,expired,individual,179750.09,tier 2
gujarat,10.68,hero,splendor plus,220230,2019,207,petrol,45.29,first,2019,active,individual,140024.45,tier 3
rajasthan,25.1,tvs,jupiter,265360,2017,297,petrol,45.01,second,2018,not available,dealer,155119.81,tier 1
uttar pradesh,56.8,honda,cbr 650r,305344,2024,120,petrol,44.56,first,2024,not available,dealer,234153.58,tier 3
uttar pradesh,44.74,hero,hf deluxe,339403,2022,911,petrol,55.67,first,2022,active,individual,270900.13,tier 2
madhya pradesh,26.56,honda,cbr 650r,245971,2024,942,petrol,26.77,third,2024,not available,dealer,152175.04,tier 2
maharashtra,33.8,hero,xtreme 160r,362499,2019,335,hybrid,85.48,second,2019,expired,individual,229133.2,tier 1
rajasthan,48.39,bajaj,pulsar 150,164159,2023,160,electric,69.64,second,2024,active,individual,70033.39,tier 2
punjab,75.92,royal enfield,classic 350,231148,2015,432,electric,67.25,second,2017,not available,dealer,119088.1,tier 3
